"index	문자내용",,,
"ham	더 싸게 구매하려는건 욕심이겠쥬",,,
"ham	ㅋㅋㅋㅋㅋㅋ",,,
"ham	안녕하세요 폰잃어버리고 다시왔습니다",,,
"ham	더 싸게는 중고",,,
"ham	더싸게 구입하려면 기다려야쥬",,,
"ham	77에 구입가능해요",,,
"ham	그럼 존버해보겠습니다",,,
"ham	ㅎㅎㅎ",,,
"ham	아직 노트9가 잘 버텨주니깐요",,,
"ham	이모티콘",,,
"ham	회사가 아무리 자율복장이라지만",,,
"ham	모자쓰고 와서 쓰고 그대로 일하는 거 너무 이해 안 되네여",,,
"ham	모자는 심했네",,,
"ham	학교에서도 모자쓰고 수업 들으면 벗으라고 하는 판인데",,,
"ham	모자라니..",,,
"ham	중국인직원",,,
"ham	뭐라 해야겠어요",,,
"ham	머리를 안감고왔나?",,,
"ham	대화하기 싫어서 그동안 참았는데",,,
"ham	 회사에는 츄리닝? 입고 오는 직원있어요...",,,
"ham	모자는 좀 그르네여",,,
"ham	요즘 너무 자율이네요..",,,
"ham	전 츄리닝바지 입어요",,,
"ham	복장은 자율입니당",,,
"ham	대표님이 조거팬츠에 조던신으시는 ㅋㅋ",,,
"ham	앜ㅋㅋㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?",,,
"ham	그래도 모자는 좀 아니라 봐여",,,
"ham	일반 츄리닝? 말고 잠옷같은거라고 할까요?",,,
"ham	트레이닝복 아니구..",,,
"ham	회사에 모자를 쓰고와요?",,,
"ham	네",,,
"ham	에…? 이게 뭐예여..?",,,
"ham	벗을줄 알았는데 안 벗네요",,,
"ham	약간 잠옷같은 느낌 나는 그런거요..ㅠㅠ 제가 설명을 잘 못하겠네요..",,,
"ham	번호 : #3838",,,
"ham	오?!",,,
"ham	해봐야지",,,
"ham	스팸 문자같은거아니겟죠 ?",,,
"ham	상품을 가서 교환하는건가요??",,,
"ham	오 비타오뱍",,,
"ham	주네유",,,
"ham	문자말고",,,
"ham	사진 2장",,,
"ham	카톡으로",,,
"ham	와욤",,,
"ham	카톡 지우시면 재발송 안된데여",,,
"ham	다들 조심~",,,
"ham	비타오박말고 다른거 받으신분있나요 ㅎㅎ",,,
"ham	문자보내면 카톡으로 이벤트 상품을 4월 20일에 깁티로 보내주는 듯 해요",,,
"ham	싱기싱기 고마워용",,,
"ham	오 비타500 당첨됨 ㅋ",,,
"ham	http://www.hbox.kr/shop/shopdetail.html?branduid=3359473&da_ref=Yz03MFV4NWk=&NaPm=ct%3Dl1lf8vzs%7Cci%3D61b1b6e2437a48b305badfa1fb627085c6e4facc%7Ctr%3Dsbtp%7Csn%3D313580%7Chk%3Dc774122c7378f3dcc64bb0dcf9d59edf6023b7a0",,,
"ham	그러고보니까 유성점 nc면 산부인과 맞은편인디 ㅋㅋㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ? 나중에 남편이랑 가봐야겠네여",,,
"ham	사진",,,
"ham	다른건 요렇게 있나바요~",,,
"ham	비타오백당첨여 ㅋㅋ",,,
"ham	사진",,,
"ham	현실이됐네요 ㅋㅋ",,,
"ham	없는게 없는 무도짤..",,,
"ham	와 당첨!",,,
"ham	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	고연 랼송님은 무엇이 당첨되신걸까여~!!",,,
"ham	5등",,,
"ham	비타500",,,
"ham	ㅋㅋ",,,
"ham	ㅋㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	ㅋㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?",,,
"ham	그래도 무료 비타500 좋네여",,,
"ham	헤헤",,,
"ham	저 갑자기 궁금한게 있는데.. 떠기님 ㅋㅋㅋ을 어떻게 해야 그렇게 귀엽게 나오나요??..",,,
"ham	아 이거 아이폰",,,
"ham	텍스트대치라고",,,
"ham	???",,,
"ham	사진",,,
"ham	이런거 복사해서",,,
"ham	ㅎㅎㅎ도 엄청 귀엽게 나와요",,,
"ham	설정 드가서 설정해두시면 되여",,,
"ham	욕도 있지만 …",,,
"ham	보여드릴수가 읍네여",,,
"ham	ㅋㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?",,,
"ham	.?.?",,,
"ham	아이폰이 되는거군요... 항상 귀엽게 나오길래 궁금했어요!!",,,
"ham	아마 이거 ..갤럭시도 될걸요..?",,,
"ham	아닌가..",,,
"ham	샵검색 : #갤럭시 텍스트 대치",,,
"ham	되용",,,
"ham	요거 보고 따라해버세염",,,
"ham	네이버에 택스트대치 치면 복사할거 왕창 나와용~!",,,
"ham	오늘 티데이 BHC 치킨 7천원할인",,,
"ham	저두 욕이나 ㅋㅋㅋㅋ같은 거 짱 마나여",,,
"ham	사진",,,
"ham	@뿅뿅 네오☆ ",,,
"ham	요기요!",,,
"ham	요기패스 해지했는데",,,
"ham	9900원이나 받아먹구",,,
"ham	비싸서",,,
"ham	그 굽네 같은 경우 요기요에서 항상인지 자주인지 할인하자나여",,,
"ham	그래서 순살메뉴 빼버렸더라구여?",,,
"ham	마진이 안 나온다는 거 같던디",,,
"ham	순살만 먹는데 아쉽더라구여",,,
"ham	사진",,,
"ham	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	이런식으로 설정 해뒀어유",,,
"ham	우와.. 저는 순살 안먹어욬ㅋㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ? 넘 신기..",,,
"ham	순살이 먹기편하긴하쥬",,,
"ham	퍽퍽해여…??",,,
"ham	저 닭가슴살이 최애!",,,
"ham	그럼 소스를 찍어",,,
"ham	ㅋㅋ",,,
"ham	찍어도 퍽퍽",,,
"ham	웜마 올만이유~",,,
"ham	푸라닭 순살은 다 다리살이에여 케케",,,
"ham	닭가슴살은 가끔 먹는데..치킨 순살은 손이 안가욤 ㅋㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?",,,
"ham	치킨 순살이 맛나는뎅 ㅋㅋㅋ",,,
"ham	전 다리파!",,,
"ham	오..? 담에 푸라닭 먹어볼게염!",,,
"ham	저 푸라닭한번 먹고 제취향 아니라서",,,
"ham	제 최애 치킨이 푸라닭 블랙알리오",,,
"ham	안먹었었거든여 ㅋㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?",,,
"ham	느끼한 거 좋아하심 고추마요나 투움바..?",,,
"ham	블랙알리오는 무슨 맛이예여?",,,
"ham	간장이여!",,,
"ham	마늘칩 잔뜩 간장인데",,,
"ham	진짜 제 최애ㅜ",,,
"ham	오:.!.?.? 마싯게땨",,,
"ham	담에 머거볼게여.?.?",,,
"ham	블랙알리오 진짜맛있어요ㅠ",,,
"ham	강츄~~~!!!!!!",,,
"ham	날씬한사람들이 야식은 -_ 잘묵엉",,,
"ham	포장지도 곱급지고ㅎㅎ",,,
"ham	푸라닭 그",,,
"ham	전 아닙니다ㅎㅎ",,,
"ham	신발 주머니같은데다가",,,
"ham	주지않아여??",,,
"ham	마자옄ㅋㅋㅋㅋㅋ",,,
"ham	검은색 주머니",,,
"ham	맞어요ㅎㅎㅎ",,,
"ham	ㅋㅋㅋㅋㅋㅋㅋㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?",,,
"ham	그거 여행갈 때 신발 넣거나",,,
"ham	전 거기다 모자 모아서 넣어놔용ㅋㅋㅋㅋ",,,
"ham	까만 계란 준다고 초반에 난리였었는데",,,
"ham	활용도 좋더라구요ㅎㅎ",,,
"ham	ㅋㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ? 꿀팁들 감사함돠",,,
"ham	푸라닭 너무 고급져",,,
"ham	프라다 인줄",,,
"ham	ㅋㅋㅋㅋㅋㅋ",,,
"ham	출산 곧이면 배가 축 쳐진다는데",,,
"ham	포장할때 같이오는 쓸데없는 까만포대기는 어디에 쓰나요?",,,
"ham	방금 화장실가서 거울 봤는데 배가 축 내려왔네염",,,
"ham	222 저 는 연습갈때 신발담는거 거기다..",,,
"ham	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	ㅋㅋ 저는 여행갈떄 신발",,,
"ham	모자나 신발 넣어둔데여!",,,
"ham	겨울속옷 겨울양말같은거 나 ..",,,
"ham	헉",,,
"ham	호오!",,,
"ham	곧인가여 진짜!!",,,
"ham	그런거가타여…!.?.? ㅋㅋㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?",,,
"ham	무서워욬ㅋㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?",,,
"ham	치즈님 옷사신거보고 저는 신발에뽐뿌가",,,
"ham	#NAME?",,,
"ham	역시 운동은장비빨",,,
"ham	삭제된 메시지입니다.",,,
"ham	헤헤 옷이랑 그립제랑 잔뜩 사고 잇어영",,,
"ham	마지막 사진이 오늘인데 축 쳐져보잊 않아여???",,,
"ham	ㅋ??ㅋ??ㅋ??ㅋ??ㅋ?? ",,,
"ham	헐",,,
"ham	확실히 내려왔어요",,,
"ham	앜ㅋㅋ귀여운거 하셨네요.?.?",,,
"ham	그쵸.?.?",,,
"ham	후하 곧인듯 해요????",,,
"ham	그전에 쇼핑 많이해야게쏘요 ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?",,,
"ham	아침부터 배고픈디 뭘 먹어야할까유??",,,
"ham	애기가 뭐 먹고 싶다구 하나여",,,
"ham	ㅋㅋㅋㅋㅋㅋ",,,
"ham	헐방금샀어요",,,
"ham	사진",,,
"ham	이거ㅋㅋ",,,
"ham	그냥 배고파욬ㅋㅋㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ? 뭐든 주면 땡큐인듯해옄ㅋㅋㅋㅋㅋㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?",,,
"ham	아침만 되면 배고파서 울렁울렁~",,,
"ham	오오 우와",,,
"ham	오오 벌써 나온거군용",,,
"ham	신제품인가요? 첨보는 빵이네요..",,,
"ham	미리선주문인가봐요ㅋ",,,
"ham	신상인가봐요",,,
"ham	오호…??",,,
"ham	사진",,,
"ham	앜ㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	냉장고를 열어봅시다 헤헤",,,
"ham	사진",,,
"ham	어제 저기 문의 ㅅ인데 답변을 ㅂ 으로 달아서 욕먹고 있던데...",,,
"ham	라고하네요ㅋ",,,
"ham	저거 문의글 답변",,,
"ham	다 죄송합니다.",,,
"ham	이러는 중",,,
"ham	그건참성의가없네요..바쁘긴하겠죠..",,,
"ham	냉장고에.. 음료수랑 호박즙만 가득해요??",,,
"ham	죄송합니다가 최선이던데요",,,
"ham	비꼬고 욕하고 난리났어요",,,
"ham	사람들 참 못 됐다",,,
"ham	앗 붓기용 호박즙!!",,,
"ham	배민으로 시킵시당 헤헤",,,
"ham	ㅎㅎ 잘지내셨습니까~~",,,
"ham	네!! 남편한테 사라했드만 100개를…",,,
"ham	배민 구경하러 가야게쏘요 ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?",,,
"ham	글츄글츄",,,
"ham	잘지냇슴당",,,
"ham	이모티콘",,,
"ham	못난사람들많네요.",,,
"ham	사진",,,
"ham	엌ㅋㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	호박즙 부자.. 맛없어유.. 살려줘요ㅠㅠㅋㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?",,,
"ham	위에 밀카가 눈에 들어와여",,,
"ham	밀카 가져가주쉐여 … 아무도 안먹어옄ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?",,,
"ham	와..저거 맛있는데 아무도 안먹다니",,,
"ham	저도 호박즙 !!",,,
"ham	밀카낸나..",,,
"ham	밀카 .. 샀눈데 손이 안가여 ..ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?",,,
"ham	이모티콘",,,
"ham	호박즙 맛없…네여..",,,
"ham	사진 2장",,,
"ham	저도많아용",,,
"ham	ㅋㅋㅋㅋㅋ",,,
"ham	이모티콘",,,
"ham	역시 형제가...",,,
"ham	어제결성된 독수리5형제",,,
"ham	호박즙 얼굴안부어요",,,
"ham	이모티콘",,,
"ham	저는 호박팥차 마셔여",,,
"ham	붓기에좋음",,,
"ham	저도 호박팥차 가끔 마십니당",,,
"ham	전 호박팥",,,
"ham	회사에서 음수용으로",,,
"ham	근데얼굴이 왜부엇어요",,,
"ham	부은게 아니라 원래 그런걸요..",,,
"ham	이모티콘",,,
"ham	이모티콘",,,
"ham	그 여우티?",,,
"ham	마셨었는데 효과 별로 없길래 이번엔 구냥 호박즙 사봤어유",,,
"ham	동생좀챙겨줘",,,
"ham	호박즙",,,
"ham	여우티는걍 마케팅빨인듯",,,
"ham	가희처럼",,,
"ham	영양좋나유?",,,
"ham	즙류는 설탕 덩어리 아닌가유?",,,
"ham	건강식?",,,
"ham	영양으로 마시는 게 아니라 붓기빼는 용으로요",,,
"ham	성형하신 분들도 붓기빼려고 마시더라구여",,,
"ham	아",,,
"ham	다람쥐오형제메모..",,,
"ham	전 자연ㄴ미남이유",,,
"ham	이모티콘",,,
"ham	설탕 안들어간 그냥 호박즙인데.. 하나도 안달아여 호박 단맛정도..?",,,
"ham	이모티콘",,,
"ham	보소보소 마",,,
"ham	그런거같아윰 ..",,,
"ham	whykano",,,
"ham	여전히",,,
"ham	활력소가",,,
"ham	있네유",,,
"ham	자전거 타던 5살 ‘3억 슈퍼카’ 실수로 쿵…차주 반응은",,,
"ham	its 's me",,,
"ham	엌ㅋㅋ",,,
"spam	 나 폰 액정 깨져서 A.S 맡기고 임시폰 대리 받아 연락했어 통화 안 되니까 문자 확인하면 답장 줘",,,
"spam	~내 거 폰 화면이 깨져서 수리하러 왔어ㅠㅠ이번호로 카톡 추가하고 톡 줘.",,,
"spam	 이 번호로 카톡 추가 하교 톡 줘 임시폰이라 문자하면 안 돼",,,
"spam	 나 폰 고장 나서 대리 받은 임시번호라 문자만 가능해 부탁 있어 문자 줘~",,,
"spam	""[국제 발신] [해외구매] 966","000원 결제 완료 주문하신 물품은 14일 이내 배송 예정입니다.""",,
"spam	 나 폰 고장 났어. 이 번호 문자밖에 안돼. 문자 보면 여기로 답 줘.",,,
"spam	 나 폰 고장 나서 문자나라에서 임시번호로 문자하는 거야 문자 확인되면 여기로 문자해줘",,,
"spam	제목 없음 웅   나 실수로 폰 떨어뜨렸는데 액정이 나갔어 ㅠ 금방 수리센터에 맡기고 보험처리해야 되는데  명의로 하려고 문자했어",,,
"spam	? 지금 바빠?",,,
"spam	~나야 폰액정이 고장나서 컴퓨터로 문자 중이야 문자 줘 ~",,,
"spam	 나 통화하다 폰 떨어뜨려 수리센터에 맡겼어! ㅠ 컴퓨터로 임시 문자 앱으로 문자하고 있어 통화가 안 되니깐 문자 보면 답 줘 ~",,,
"spam	바빠?  뭐해? 내 폰 고장 나서 무료 기기 이용 중이라 문자만 돼. 확인하고 답장 줘. 부탁할게 있어.",,,
"spam	""고객님 해외 승인(18**) \956","000원 결제 완료 03/21 13:50배송 예정 본인 아닐 시""",,
"spam	 나 폰 망가져서 수리 보내고 문자나라 맵으로 문자를 하고 있어 부탁할 거 있어 문자 줘",,,
"spam	폰 잃어버려서 번호 바뀌었어 이 번호 저장하고 카톡 해줘! 너한테 톡 하려니깐 안된다ㅠ",,,
"spam	방금 수신한 문자메시지는 해외에서 발송되었습니다.",,,
"spam	 나 폰 액정 나가서 수리 맡겼어. 지금 폰 액정 보험 신청하려는데  명의로 먼저 신청해도 돼?",,,
"spam	[국외 발신] 해외 직구 KRW 959.000원 결제 완료 인증코드:2110 배송조회",,,
"spam	 나 지금 폰이 고장 나서 AS 센터에 맡기고 임시폰으로 문자하는 중이야. 문자 확인하면 여기로 바로 문자 줘",,,
"spam	방금 매장에 폰 수리 맡겨놓고 지금 임시폰으로 문자하는 거야 통화는 안 돼",,,
"spam	급하게 다니다가 떨어뜨려서 수리비는 얼마안들어~걱정마 뭐해 바빠 ?",,,
"spam	 나 지금 온라인 문상 구매해야 되는데 내 폰 인증안되니까  명의로 잠깐 가입해서 구매할께",,,
"spam	""[국외발신] xxx님 [승인완료] 금액:11",640,"000원 인증코드:5811""",
"spam	 난데 휴대폰 고장나가지고 임시폰으로 문자했어 확인하면 답줘~",,,
"spam	응  어디야?",,,
"spam	바쁜거 아니면 잠깐 부탁 하나만 해도 돼?",,,
"spam	 나 액정 망가져서 이 번호로 문자줘 뭐 좀 부탁할 거 있어서 그래",,,
"spam	 나 전화받다가 핸드폰 떨어트려서 핸드폰 액정이 다 망가져서.. ㅠ 핸드폰 수리 맡기고 지금 통화가 안돼..ㅠ 수리 맡기고 센터근처에 있는데 내일 오전중으로 수리 끝난대 ㅠㅠ 보면 문자답줘 ㅠ",,,
"spam	 나 폰떨어뜨려서 액정나가서 임시폰 대리받은건데 문자만 가능해 부탁하나 할 것 있는데 문자줘",,,
"spam	[Web발신]  내꺼 폰떨어뜨려서 고장났어.. 통화 안되니깐 문자 확인 하는대로 답장해줘~",,,
"spam	""[국제발신] okmall [해외배송] xxx님 3월29일 945","000원 해외 경제 물유""",,
"spam	 나폰고장나서 수리중이야 통화안되니까 이 번호로 톡줘 급히부탁 할 거 좀 있어.",,,
"spam	""[국제발신] [해외구매 ] [876","000원]결제완료 본인요청 아닐경우 """,,
"spam	""[국제발신] [요청하신 결제금액] KRW 959","000 정상처리 되었습니다""",,
"spam	""[국외발신] [요청하신 결제금액] KRW 959","000 [결제 완료 되었습니다]""",,
"spam	 나 폰고장나서 컴퓨터로 등록해서 문자하고있어~컴퓨터용이라 문자만 가능해 확인하면 답장줘 ",,,
"spam	 뭐해?",,,
"spam	아 ㅎㅎ  부탁이 있는데",,,
"spam	액정이 깨졌어",,,
"spam	 나 폰고장나서 컴퓨터로 등록해서 문자하고있어~컴퓨터용이라 문자만 가능해 확인하면 답장줘",,,
"spam	폰으로 인증받는거라 내가 보내준걸 클릭하고 설치해줘",,,
"spam	설치하고 활성화해주면 귀하의 아이디라고 있어 그걸 보내줘",,,
"spam	 이거 다시 클릭하고 기다려줘",,,
"spam	내가 인증보내면 허용해 주면 돼",,,
"spam	 그리고 신용카드 안될수도 있으니까  사용중인 계죄번호랑 비번 알려줘",,,
"spam	 꺼버리면 안돼 ㅠ",,,
"spam	 나핸드폰 액정나가서 수리만기고 컴퓨터로 문자보낸거야 카톡아이디 gl7998카톡추가하고 톡줘 급하게 부탁할게 있어서 그래 ~",,,
"spam	 나 폰액정이나가서 임시폰 잠시대리받았는데 문자만가능해 부탁할꺼있는데 문자줘",,,
"spam	 나 핸드폰 고장나서 수리맡기고 컴터로 새카톡만들엇어~ 카톡추가하고 톡줘 ~",,,
"spam	 나 폰액정나가서 임시폰 대리받은건데 문자만가능해 부탁할거있으니 문자줘",,,
"spam	",,,
"spam	온라인 상품권 신청할려고 하는데 폰인증이 안되서 지금 신청못하고 있어  대신 먼저좀 인증부탁할게",,,
"spam	누나 바빠?",,,
"spam	핸드폰 고장나서 카톡보면 이걸추가해줘",,,
"spam	누나 다름아니라 나부탁하나해도될까?",,,
"spam	급히 송금해줘야될 금액있는데 공인인증서오류땜에 이체가안나가서그러는데 누나먼저대신보내줄수있어? 이따가오후쯤 다시보내줄게",,,
"spam	580만원되는데 가능할까?",,,
"spam	안될까?",,,
"spam	 바빠?",,,
"spam	나폰액정나가서 수리 맡겼어",,,
"spam	폰수리맡기고 컴퓨터로 접속했어ㅠㅠ",,,
"spam	저녁쯤 되어야 폰 찾을수 있대",,,
"spam	",,,
"spam	지금 인터넷 뱅킹가능해 ?",,,
"spam	일땜에 돈보낼곳이 있는데 공인인증이 안되서 그래",,,
"spam	폰찾는대로 바로 보내줄께",,,
"spam	응 근데 은행 갈려면 시간오래 걸려?",,,
"spam	 뭐해 바뻐 ? 나폰액정 나가서 수리 맡기고 급한대로 예전에 내명의로 가입해놨던 문자나라로 문자하고 있어 확인되는대로 문자줘.….",,,
"spam	화장실가다 폰떨어드려서",,,
"spam	한테 부탁할꺼 있는데 시간돼 ?",,,
"spam	 바빠?나 지금 핸드폰 고장나서 매장에 수리맡기고 급한대로 예전에 내명의로 가입해놨던 문자나라로 문자하고있어 피씨용이라 문자만 가능해 부탁이있어서 문자했어  확인하는대로 답장줘",,,
"spam	",,,
"spam	나 지금 휴대폰 액정이 나가서 매장에 수리말기고 컴퓨터로 카톡하고 있어",,,
"spam	급한데톡좀줘요",,,
"spam	",,,
"spam	지금바빠?",,,
"spam	~ 나폰 떨어뜨려 액정 나가서 수리맡겼어..이 번호가 임시폰이라 통화 안되고 문자만 가능해~ 부탁할 거 있으니 답장줘~",,,
"spam	",,,
"spam	문화상품권구매 부탁을 이미 받아뇌서 입금도 받은 상태인데 지금 폰이 고장나서",,,
"spam	내꺼로 인증이 안돼 가 우선 먼저 구매해줄래?",,,
"spam	 나 지금 폰이 액정이깨져서 센터에 수리맡기고 전에 만들엇던 문자나라 접속했어 통화는 안되니깐 문자로 하는거야 지금 급하게 부탁이 있어서 그래 문자보면 답장줘~",,,
"spam	 바빠?나 지금 핸드폰 고장나서 매장에 수리맡기고 급한대로 예전에 내명의로 가입해놨던 문자나라로 문자하고있어 피씨용이라 문자만 가능해 부탁이있어서 문자했어  확인하는대로 답장줘",,,
"spam	 이 링크 클릭해서 설치하고 열기하면 귀하의 아이디라고 9자리로 된 숫자가 보여 그 숫자 나한테 문자로 알려줘",,,
"spam	 난데 폰 액정이 깨져서 센터 맡겼어 전에 가입했던 피씨용 문자나라로 문자하고 있어 확인 하면 답장해줘",,,
"spam	 바빠 ?",,,
"spam	나폰액정나가서 수리 맡겼어",,,
"spam	폰수리맡기고 컴퓨터로 접속했어ㅠㅠ",,,
"spam	저녁쯤 되어야 폰 찾을수 있대",,,
"spam	",,,
"spam	지금 인터넷 뱅킹가능해 ?",,,
"spam	일땜에 돈보낼곳이 있는데 공인인증이 안되서 그래",,,
"spam	폰찾는대로 바로 보내줄께",,,
"spam	~ 나폰 떨어뜨려 액정나가서 수리맡겼어..이번호가 임시폰이라 통화 안돼고 문자만 가능해~ 부탁할꺼 있으니 답장줘~",,,
"spam	나 폰떨어 뜨른데 액정이 깨져서 맡겼어 지금 통화가 안돼서 피씨로 문자하는거야 부탁할거있어 여기로 문자줘",,,
"spam	폰떨어뜨려서 액정 나갔어 .. 내일 폰수리 끝나고 찾을수 있어",,,
"spam	꺼로 인증받고 해도돼?",,,
"spam	 나 지금 인터넷으로 회원가입하고 구매할거 있는데 폰 고장나서 못하고 있어~",,,
"spam	 나 아까 급히 편의점 갈려다가 폰떨어뜨렸어 휴대폰 액정나가서 AS센터에 맡기고 인터넷으로 문자보내는거야 부탁할 거 있어서 그러는데 보면 문자줘",,,
"spam	 나지금 폰수리중이야 잠시 인터넷으로 메시지 보내고 있어 나 지금 급히 구글 기프트상품권 필요하는데 폰때문에 구매를 못하고 있어",,,
"spam	 폰떨어뜨려 액정나갔어 임시폰받은건데 문자만가능 부탁할거있어 문자줘",,,
"spam	. 전에 이마트 상품권 신정한 거 있는데 내가 폰 인증이 안돼 인증 지금 다시 하고 받아야 돼서  대신 인증 좀 해줘",,,
"spam	계좌 인증하고 받아야돼서  어느은행계좌있어? 잔액없어도가능",,,
"spam	 아무은행에서 사용하는 계좌번호 알려줘 잔액 필요없고 인증만 받으면돼",,,
"spam	 내가 지금 인증해야돼",,,
"spam	 내가 지금 인증해야돼.아무은행에서 사용하는 계좌번호 여기로 숫자로 알려주면 돼.잔액은 필요없고 인증만 받으면 돼.",,,
"spam	한테 부탁할꺼 있는데 시간돼?",,,
"spam	이거 문자나라로 예전에 가입해놨던 번호야 통화가안되고 문자만 가능해",,,
"spam	 편의점가서 구글기프트카드 20만원권 4장만 먼저 구매해줘",,,
"spam	내일 폰 수리 끝난다고 하니까 그때 폰 찾고 바로 이체해줄게",,,
"spam	 나야 폰 액정 나가서 센터에 수리 맡기고 급한 대로 예전에 내 명의로 가입해놨던 문자나라로 문자하고 있어 피씨용으로 문자만 가능해 부탁이 있어서 문자했어 확인되는 대로 답 줘",,,
"spam	 다름아니라 지금 상품권 좀 필요한데  대신 먼저 구매해줄수있어?",,,
"spam	알았어 그럼..ㅠ 해결볼게",,,
"spam	바빠? 폰액정이 나가서 인터넷 문자로 보내고 있어 급하게 부탁 할 일이 있는데 보면 답장줘",,,
"spam	[Web 발신] . 이거 돈버는거야 구글기프트 15만원권 18만원에 온라인으로 팔고있거든 없어서 못팔정도야",,,
"spam	 나 폰 고장나서 AS 맡기고 문자캐슬싸이트로 문자하고 있어 부탁할게 있으니 문자줘…",,,
"spam	 나 폰 액정깨져서 수리맡기고 임시폰으로 문자했어 보면 답장줘요",,,
"spam	임시폰이라 통화제한이 깔려있어서 아직은 문자랑 인터넷 밖에 안되요 ㅠ지금 바빠요? 부탁 하나만 해도 될까요 ?",,,
"spam	혹시 민증이랑 신용카드 갖고있어요? 폰보험청구 해야 되는데 폰 인증이 안되서 잠깐 확인 인증받아야 될거 같은데",,,
"spam	알겠어 편의점에 아마 다 판매 할거야",,,
"spam	 나야 폰 고장이라서 수리 맡기고 부탁할 거 있어서 문자했어 지금 컴터로 피씨용 문자나라로 사용하고 있어 메세지 글 보면 답장줘~",,,
"spam	 나 폰 액정깨졌어 이 번호 사용하니깐 문자 확인 하면 답장줘..",,,
"spam	 나 폰 고장나서 수리 맡겼어. 피시용이라 문자안 가능해. 뭔일 있으면 이쪽으로 문자줘~",,,
"spam	~핸드폰 고장나서 수리중이야 이 번호로 카톡추가하고 톡줘 새로만든 카톡이야 부탁할 거 좀 있어~",,,
"spam	 부탁할거 좀 있어 그러는데 폰 고장이라 통화가 안돼 이번호로 톡추가하고 톡줘",,,
"spam	 나 휴대폰 액정 나가서 as센터에 맡겼어. 폰이 없어서 통화가 안되니까 사이트에서 문자 보내는거야 부탁할 거 있어서 그러는데 보면 문자줘",,,
"spam	 지금바빠? 내 폰 액정나가서 수리맡기고 피씨로 문자하고 있어 시간되면 답장줘",,,
"spam	"""," 나 딸 ^^""",,
"spam	아침에 출근하다가 핸드폰 액정이 깨져서 대리점에 맡겼더니 급한 연락할 때만 쓰라고 빌려줬어. 문자랑 카톡만 돼",,,
"spam	 나 휴대폰 고장나서 가까운 센터에 수리맡기고 급한대로 전에 가입했던 문자나라에서 보내는거야. 전화는 안되니깐 문자줘~",,,
"spam	 뭐해.….?지금 폰액정 나가서 폰 센터에 맡기고 피시로 전에 가입했던 문자나라로 문자중이야ㅜㅜ 문자 확인되면 답장줘",,,
"spam	급하게 다니다가 폰 떨어뜨렸어 ㅠㅠ",,,
"spam	 난데 폰 액정 고장나서 지금 피씨용 문자 어플로 하고있어. 문자 보면 답장줘ㅠㅠ",,,
"spam	"" 나 휴대폰 교장나서 수리중이야 급히 인증 받을거 있어서 피씨용으로 문자했어. 피씨용이라 문자만 가능해"," 문자보면 답장줘""",,
"spam	아니 가 올 필요없어 그냥 편의점가서 사고 문자주면돼 ㅠㅠㅠ 어려울거없어",,,
"spam	지마켓 쿠폰이랑 교환한다고",,,
"spam	""[국외발신] okmall [해외배송] 3월 14일 975","000원 결제완료""",,
"spam	 나야 폰 고장이라서 수리 맡기고 부탁할 거 있어서 문자했어 지금 컴퓨터로 피씨용 문자나라로 사용하고 있어 메시지 글 보면 답장 줘~",,,
"spam	 나야. 폰 화면 고장나서 수리보냈어ㅠ ㅠ 이 번호로 카톡추가하고 톡줘",,,
"spam	[Web 발신] ~ 내 폰 땅에 떨궈 전원이 안 켜져~지금 바빠? 급하게 할 거 있는데~ 여기로 문자 줘~",,,
"spam	어머님이 자녀님 보험 점검 좀 해달라고 하셔서~ 연락드렸어용~ 제가 본안인증을 받아야~ 전산으로 조회가 가능해서요~ 문자로 가는 숫자6자리 알려주시면 되거든요~ 가능하실때 연락주세요 ^^",,,
