index,문자내용
1,"안녕하세요 현대캐피탈 xxx대리 입니다. 필요서류 안내해드릴게요 신분증, 등본, 주거래은행 3개월 거래내역서, 부가과치세표준증명 FAX ###-####-#### 거래내역서를 제외한 나머지 서류는 사진찍어서 카카오톡으로 보내셔도 가능하세요"
1,[Web발신] 항상 (KB국민)은행을 이용해주셔서 감사합니다. 2019년 1월 신상품이 출시되어서 안내드립니다. 낮은 금리로 정부지원상품을 이용할 수 잇습니다. 고민하지 마시고 전화주세요^^ [신청접수상담]##-####-####
1,"[Web발신] 항상 농협안내문 행복으로 만드는 풍요로운 세상 농협이 만들겠습니다. 캠코와의 업무협약을 통해 가계안정을 위한 서민구제 상품이 출시 됐습니다. 고민하지 마시고, 상담문의 주세요 무료거부 ##########"
1,누나 지금 뭐해? 친한형이 부탁으로 해주는거야 입금까지 받아놨는데 폰이 고장나서 좀 난감해서 됬어 누나가 좀 해주라 폰 찾는대로 바로 보내줄게 5장만 해주면 되 50만이야
1,[법원] 등기 발송하였으나 전달불가(부재중)하였습니다. 조회 http://ccayy.pw
1,[알리미] 형사소송건으로 인한 법원출석서가 발부되었습니다. 내용확인 xuto.tk/court
1,[Web발신] [질병관리청[ 8/5 코로나 19 백신예약 인증 본인확인 https://ya.mba/3Pm
1,[국제발신] xxx님 해외인증 95** 40607998$ 결제완료 본인 아닌경우 한국 소비자원 문 031-###-####
1,"[국제발신] [요청하신 결제금액] KRW 959,000 정상처리 되었습니다 고객센터 050-####-####"
1,제목없음 아빠 나 폰고장나서 컴퓨터로 아빠한테 문자하는거야 급하게 부탁할일이 있어!통화가 안되니깐 문자확인하면 01021990916 이번호로 카톡 추가하고 먼저 말걸어줘 PC용카톡번호라서 통화도 안돼
1,[Web발신] 엄마~내꺼 폰 액정 깨져 수리 맡겻어~?혹시 바뻐?지금 급히 부탁 할꺼 잇는데~요 번호로 답장줘 
1,엄만뭐해 ? 점심은 ?엄마 다름아니라 부탁하나해도될가 ?  급히송금할금액이있는데 공인인증서오류땜에 이체가안나가서그러는데 대신먼저 보내줄수잇어? 이따가 5시쯤 인증서갱신된다고하는데 6시전으로 다시보내줄게 
1,엄마 뭐해? 나 폰 액정나가서 A/S센터에 수리맡겻어급히 부탁할거 있으니 이번호로문자해줘~  휴대폰 액정 보험 때문에 인증 받아야 되는데 나 폰 없어서ㅠ 엄마 폰으로 인증만 받아줄수 있어? 일단 링크 보낼건데 이거 클릭하고 설치 실행하면 귀하의ID 9자리 숫자가 있는데 적어서 이번호로 문자 보내줘 
1,아빠 나 폰액정이 깨져서 수리맡기고 임시번호로 문자나라 가입해서 문자 하는중이야 통화 안되니깐ㅠㅠ문자 보면 답장줘ㅠㅠ 아빠 지금 바뻐? 나 지금 급하게 뭐좀 인증받을거 잇는데 폰 고잠에 아빠 폰 내가 잠깐 연결해서 엄마꺼로 먼저 인증을 받아도돼?     
1,엄마 뭐해 바빠? 나 급하게 돈 보낼데가 있는데 인증서 오류가 나서 안돼ㅠ 나 80만원만 보내줄수있어?
1,"[국외발신] [이베이] 인증번호 69** KRW 385,400 승인 본인아닐경우 소비자 보호센터 문의:031-###-####"
1,[Web발신] 엄마 나야 폰 고장나서 AS맡기고 부탁할게 있어서 문자하는거야 시간나면 이번호로 문자해줘 폰 고장나서 AS맡기고 통화안돼서 인터넷 문자나라로 문자 하는거야. 이번호 통화제한된번호야 문자만 가능한거야 엄마 바뻐? 나지금 온라인 문화상품권을 구매신청해야하는데 폰인증이 안되서신청을 못하고 있어 엄마 명의로 대신먼저 신청해도 돼? 뭐 게임머니야?         
1,엄마 머해 바뻐 ? 나폰액정 나가서 수리 맡기고 급한대로 예전에 내명의로 가입해났던 문자나라로 문자하고 있어 확인되는대로 문자줘.…화장실가다 폰떨어드려서 엄마한테 부탁할꺼있는데 시간돼 ?               
1,아빠 주민등록증 보내줘 아빠걸로 되는지 신청해볼려고 그래 ㅇ내꺼 폰때문에 인증못받아서 아빠걸로 받아볼려고 문자했어 온라인싸이트신청이라서 그래 아빠 민증보내달라니까 되는지 안되는지 해바야 알아서 그래 그냥내가알아서할게   
1,아빠..나 폰 액정 깨져서 AS맡기고 문자나라로 문자하고 있어 확인되면 문자줘 떨어뜨렷는데액정나갓어 아빠 지금 시간 돼? 
1,"호텔스컴바인 [Web발신] [해외 승인] [호텔스컴바인]Hotelscombined 결제승인번호[8814] 금일[USD672$ 환율적용 758,284KRW] 해외승인 및 결제가 완료되었습니다 자세한 내용은 FDS업무 상담 센터로 문의해주시기 바랍니다.문의전화 070####### 상담시간: 오전09:00~오후18:00"
1,아빠..메세지 확인하는대로 여기로 답장줘요 폰 고장나서 통화가 안돼 휴 온라인으로 문화상품권 구매해야하는데 폰고장땜에 살수없어 아빠 지금 시간되면 아빠 명의로 구매해도 돼? 선배가 사정때문에 직접구매못해서 나한테부탁한건데 폰고장나서못하고있어 돈은 이미받았어 휴 온라인으로하는거라 난못해서 아빠한테 부탁좀할게~ 아빠명의로 사도된다면 내가 인터넷으로 가입하고 사볼게 35만원어치 사야되 폰수리끝나면 아빠계좌로 선배가준돈 보내줄게            
1,"결제안내 11번가/주문번호 201800809-00112의 주문이 완료되었습니다. 결재승인번호(3789) 금일 435,200원이 결제 완료되었습니다. 8월 합산금액 987,500원 결제되었습니다. 문의전화 027########"
1,"[국제발신] xx고객님 [LkMall] 해외결제 961,320원 본인요청 아닐경우 문의:02-####-####"
1,"[Web발신] (광고]|대상자선청 알림| xx님 3차 재난지원금 지원대상으로 선정되었습니다. ★바이러스 예방 및 확산방지를 위해 전화문의 및 온라인으로 진행됩니다 지급절차는 온라인상담 도와드립니다《{2021.1.4~2021 1 6) 기한내 문의가 없을 경우,최총 지원대상에서 탈락되니 유익바랍니다. ★?3차 재난지원금 관련문의 카카오특:번호로 추가 하셔서 문의 바랍니다. 010-####-####(운영시간:9:00~17:00) 무료거부 000#######"
1,엄마 나픈고장나서 수리맡기고 급한대로 예전에 내명의로 가입해났던 문자나라로 문자하고 있어 피시용이라 문자만가능해 엄마 확인하는대로 답장줘 아니야내일오후 한시쯤에 수리 끝나 엄마지금바삐? 응~ 엄마 혹시 티몬 아니면 위메프 회원가입한적있어? 가입안되면엄마 주민등록증 사진찍어 보내줘 안했으면 엄마 주민등록증 사진 찍어 보내달라고해 
1,엄마 나 휴대폰 고장나서 가까운 센터에 수리맡기고 문자나라에서 보내는거야.전화는 안되니까 문자줘~ 급하게 다니다가 떨어뜨렷어 수리비는 얼마 안나온대 걱정마수리비는 걱정마 엄마 바빠?? 안바쁘면 부탁하나 해도 될가? 잠간이면 될거 같은데 온라인 문상을 구매해야하는데 폰인증이 안되니깐 구매가 힘드네 엄마 명의로 잠간 회원가입해서 구매하면 안될까?
1,제목없음 {서울중앙지검}명의도용사건 접수 요지:2015년06년20일 범죄자 체포한현장에서 본인명의로된 농협 하나 은행 통장이 압수되섯습니다. 명의가 도용 되셧는지 아니면 통장양도 혐의가 잇는지 저희 청으로 연락 주세요#02-####-####
1,엄마나xx 폰액정이나가서 임시폰 잠시대리받았는데 문자만가능해 부탁할꺼있는데 문자줘 
1,엄마 바빠?? 안바쁘면 부탁하나 해도 뭘가? 잠간이면 될거 같은데 온라인 문상을 구매해야하는데 폰인증이 안되니깐 구매가 힘드네 엄마 명의로 잠간 회원가입해서 구매하면 안될까? ㅇㅇ 고마워 그럼 내가 신청해 볼테니까 엄마 주민등록증 사진 찍어서 보내줘 네 각이 다 나오게 잘찍어줘 사진 미리 찍어 둔거 없어?
1,"엄마 바빠?나 지금 핸드폰 고장나서  매장에 수리맡기고 급한대로 예전에 내명의로 가입해놨던 문자나라로 문자하고있어 피씨용이라 문자만 가능해 부탁이있어서 문자했어 엄마 확인하는대로 답장줘 아 다했어? 편의점가서 뭐좀
사달라고 부탁하려고 그러지 구글기프트카드 먼저 사주면 안되? 이따 폰찾고 돈보낼게 폰이없어 웅 맞어 웅 이따 보내줄게 폰찾고 통장 보내놔 여기로 "
1,엄마 나 폰이 망가져서 수리맡기고 컴퓨터 문자나라로 메세지 보내고 있어 엄마 지금 바뻐?   
1,엄마 나xx이야 폰액정깨져서 임시 이번호 사용중이야 확인하면 문자줘~ 폰떨어뜨렷어ㅠㅠ 액정 나가서 센터에 수리맡겼어 폰은 다행히 무료서비스 받을수있대 밥먹고 들어갈거야 뭐해 엄마 바뻐? 잠깐 시간괜찮으면 부탁하나 들어줘
1,엄마 나 폰고장나서 수리 맡기고 문자나라 가입한거로 문자하고있어 피씨용이라 문자만가능해 문자줘 아냐 떨어뜨려서 ㅠㅠ 엄마 다름아니라 지금 상품권좀필요한데 엄마 대신먼저 구매해줄수있어? 나지금 밖에 나갈수없는 상황이라그래 구글기프트권이라고 있는데 이마트나 홈플러스 편의점 가면 구매할수있는데 엄마 지금 다녀울수있어?        
1,"엄마, 나 딸 ^^ 아침에 출근하다가 핸드폰 액정이 깨져서 대리점에 맡겼더니 급한 연락할 때만 쓰라고 빌려줬어. 문자랑 카톡만 돼 xxxx로 친구추가 해 내가 받아야 할 문자가 있는데 내가 지금 못 받으니까 엄마 전화로 잠깐 받고 일하게 지금뜨는 앱 화면을 눌러줘 엄마 픈 명의가 본인이 아니야 본인 확인하게 신분증 앞뒤 사진이랑 카드 앞뒤 사진 찍어서 보내줘 "
1,"[Web발신] (광고) 국내증시 국제유가 모든게 흔들리면서 비경제활동 인구수 51만6천명이상, 휴직자 120만명 늘어나면서 경제 및 생계에 많은 고통을 겪고 있습니다. 정부는 최대한 생계에 보탬이 되고자 추가 긴급지원금을 지원하며, 이번 협약이 된 우리금융에서 신청이 가능하며, 아직까지 지원을 받지 못한 대한민국 국민 누구나 비대면 당일신청 가능하오니 많은 신청 바랍니다. -고객안심무료 상담- 02-####-####"
1,"결제안내 G마켓/주문번호 201800719-000753의주문이 완료되었습니다, 결제승인번호 (2731)금일 484,200원이 결제 완료되었습니다. 6월 합산금액 968,400원 결제 되었습니다 문의전화 021#######"
1,"엄마 나xx이, 폰고장이라서 수리맡기고 부탁할거있어서 문자했어 지금 컴터로피시용 문자나라로 사용하고있어.글보면 문자줘 엄마 나 지금 급히 송금할데가 잇는데 폰고장이라 은행갈 상황이 아니라서 엄마 대신 먼저 보내줘         "
1,엄마 나 폰고장나서 AS맡것어 꼭 좀 부탁할거있어 문자확인하는대로 답장줄래?
1,[국제발신] 김은주님 해외인증 95*** 4060799$ 결제완료 본인 아닌경우 한국 소비자원 문의:031-###-#### 
1,엄마 나 핸드폰 액정 망가져서 수리맡기고 pc문자사이트로 문자하고 잇어 엄마 보면 문자줘 전화받다가 떨궛어 엄마 지금 바빠? 내가 급한일 잇어서 그러는데 부탁하나해도 될까? 지금 온라인에서 상품권 할인행사가 많아서 내가 지금 바로 구매신청해야하는데 폰 수리맡겨서 인증받을수가 없어 신청안돼 지금 구매신청하는사람이 많아서 바로 신청해야 하는데 엄마 미안한데 먼저 엄마 명의로 구매신청하면 안될가? 
1,아빠 나OO이 폰액정깨져서 A.S 맡기고 임시폰 대리받아 연락했어 통화안되니까 문자 확인하면 답장줘 계좌 인증하고 받아야돼서 아빠 어느은행계좌있어? 잔액없어도가능해          
1,본인 등본상 주거지로 2회에 걸쳐 해당서류 발송을 하였으나 반송으로 인하여 부득이하게 통신고지 해드립니다. 빠른 시일에 상기 연락처로 연락주시기 바랍니다.연락처:010-####-####                 
1,고객님명의의 공인인증서가 해외IP 접속확인되었습니다. 본인아닐시 즉시 연락요망 KB사고예방센터 문의:02-###-####
1,[제목없음] 엄마 카드인증이 필요한데.…비씨 우리 기업 새마을 제일 우체국 신협 인증이 잘돼.. 엄마 지금 가지고 있는 카드 사진 앞면 뒷면 부탁할게 엄마~
1," [Web발신] [아마존닷컴] 484,682원 구매 완료. 본인아닐 경우 소비자보호센터 문의022#######     "
1,아빠 나 폰 고장나서 AS맡겼어 통화 안되니까 이번호로 문자줘 아빠 지금 안바쁘면 부탁 하나만 들어줘 지금 폰 보험 신청 할려고 하는데 폰이 켜지지 않아서 인증을 받지 못해 그래서 말인데 내가 아빠 폰 연결해서 신청하면 안돼?
1,"[국제발신] xx님 [쿠팡] 해외결제 689,900원 완료 코드번호61** 본인 아닐 경우 소비자 보호센터문의: 070-####-####"
1,엄마 내꺼 폰 수리맡기려고 매장에들렷어 이번호가 임시사용하는거라 통화안돼고 카톡도 안돼 문자만 가능해 부탁할거있으니 답해줘~
1,금융감독원 은행전산보안팀 이동수과장입니다. 본인앞으로 해킹유출 연락드렸으나 부재중으로 연결안됩니다.빠른보안강화하세요. 1588-9999 직통전화(070-####-####)
1,엄마 ㄴ ㅏ 폰떨궛는데 액정이 깨져서 AS맡것어 지금 통화가 않돼서 피씨로 문자하는거야 부탁할거 있어 여기로 문자줘 
1,다름 아니고 온라인 문화상품권율 구매신청해야하는데 폰인증이 안되여서 신청을 못하고 있어 엄마 명의로 대신먼저 신청하면 안될까? 엄마가 직접 신청할수도 있고 어려우면 내가 대신신청할수도 있어 엄마 내가 신청하려면 엄마 주민등록증이 필요해 사진찍어 보내줘 이미지 등록해야하는거라.
1,[Web발신] (광고) 어머니 하늘나라가신것 축하드립니다 불만있으시면 전화하세요 무료거부080#######             
1,엄마 지금 바뻐? 잠깐 문자 가능할까? 바쁘지 않으면 부탁하나만 해도 돼? 나 지금 급하게 쇼핑몰에 주문할거 있는데 나 폰 인증을 못하니 할수가 없네 .. 엄마가 회원가입하고 주문 좀 도와줘~ 컬쳐랜드 상품권 필요해서 그래 엄마 폰으로 쇼핑몰에서 주문 신청하면 되는데.. 엄마가 할줄모르면 .. 내가 컴퓨터로 엄마명의로 주문신청 해볼까?? 나중에 설명 할게 급히 필요한데 잇어 
1,"[머니코] 결제승인번호(7090) 7월합산청구금액 952,000원 결제완료 문의전화02-####-####"
1,엄마 나 폰 고장나서 수리 맡기고 컴퓨터로 문자하고 있어 급해 전화는 안 되니까 하지 말고! 지금 편의점으로 가서 xx기프트 카드 구매해서 번호 불러줄 수 있어?ㅠㅠ    
1,엄마 나 전화 화면이 깨져서 수리 맡기고 문자나라 접해서 문자하는거야 부탁이있어 그러는데 문자보면 문자답줘
1,"엄ㅁ ㅏ나야. 폰 고장나서 통화안돼 시간나면 이번호로 문자해줘,,"
1,"[국외발신] xxxx님 [구글]결제 콘텐츠이용료(PlayStore) 가격:321,000원 고객센터:070-####-####                  "
1,엄마 난데 폰 고장났어 통화안되 이번호저장후 카카오톡 추가해서 말해줭! 
1,아빠 나야. 핸드폰이 차에 밟혀서 수리 중이야. 나 급하게 부탁 하나만 해도 될까?  
1,[Web발신] (주)현대페이 승인번호 697488 878.000원 결제완료 되었습니다. 070-####-####(주)현대페이
1,삼촌 많이 바쁘신가요 ? 아네 죄송한데요 삼촌 저뭐하나 부탁드려도 되나요 저지금 급히 결제할데가 있어서 그러는데요 인터넷 뱅킹 비밀번호 오류초과되어서 안되고
1,엄마 나 폰 고장팸에 수리맡기고 임시번호로 연락하는거야.이번호로 카톡 추가해서 톡줘 급해   
1,아빠 나폰 물에 떨어뜨렸어 통화가 안되는데.…문자확인하면 여기로답줘  폰 수리맡기고 일단 보험금신청할려고 통화는 저녁쯤 가능할거같은데.…   
1,오빠 바뻐? 폰지금고장나서 수리맞기고 컴퓨터로 카톡하는거야 급해서 그러는데 부탁하나만 해도돼? 어제 친구한테 받은돈이잇는데 급하게지금 다시송금해달라고하는데 친구가 기다리고잇어
1,형수님 폰이고장나서 카톡새로만들었어요 이거등록해주시고 지금 바쁘세요? 형수님 저 부탁 하나만 드려도될까요 아 지금 제가 급하게 이체해줘야할 대금이있는데 지금 인증서가 오류라서 이체가안돼거든요 그래서 드리는말인데 형수께서 대신 이체좀 해주실수있으실까요 돈은 제가 5시까지 차질없이 갚아드릴
1,엄마 나 폰고장나서 수리 맡기고 전에 문자나라 가입한거로 문자하고있어 피씨용이라 문자만가능해. 문자 가는지 확인하고 있어. 문자 다시 보내줘. 엄마 다름이아니라 지금 문화상품권이 필요한데 폰이 안돼서 구매할수가 없어 엄마가 대신 먼저 구매해줄수 있어?지금 급히 필요해서 그래 편의점가면 컬쳐캐쉬충전 영수증에 핀번호 찍혀나오는거 있어 그걸로 60만원어치 달라고 하면돼 3만원 20장~돈은 저녁에 돌려드릴게~ 지에스 가능해 
1,누나 나 폰액정나가서 수리맡기고 피방왔어 혹시 나 부탁좀들어줄수있어?
1,"엄마 나픈고장나서 수리맡겼어, 급히 인증 받을거 있어서 엄마꺼로 받아도 돼?"
1,엄마 나 폰 고장나서 센터 수리맡겨놓고 컴퓨터로 문자 보내고있어 확인하고 답장줘~ 통화중 떨어뜨려서 액정이나갓어. 수리맡겨으니 괜찮아 그래서 말인데 부탁하나하려구 그래  나 온라인으로 문화상품권 신청해야 되는데 내 명의로 안돼 엄마 명의로 신청하면 안될까? 일단 엄마 신분증이랑 카드 앞뒤면 사진찍어 보내줘 그럼 내가 알아서 할게^^ 엄마 아직이야? 그래 네면 잘보이게 사진찍어서 여기로 보내줘
1,엄마 뭐해? 나 지금 핸드폰 떨어뜨려서 폰이먹통되버렷어 수신/발신도 안되서 as점에 맡기고 잠시 컴퓨터로 접속했어 뭐하나만 부탁해도 되? 엄마 혹시 잔고가 여유되? ㅠ 몇일전 급한사정으로 아는 선배한테서 빌린돈있는데 원래는 오늘 다시 보내주기로 하고 빌린거냐 근데 아까 폰이 터치 안되는상황에 계좌이체 여러번 시더했더니 통장비밀번호 오류가떠서 못해주고잇어 선배 도 지금 집 보증금 문제로 급히 넣어달래서 휴 금액 좀 커 1200만원이야 돈은 오후에 다시 엄마 통장으로 넣어줄게 잔고가그렇게 여유되? 저녁에 줄게 넣어줄수있어? 
1,네 저xx에요 식사도 안하셧겟네요^^ 언니 한데 부탁하나해도될까요? 실은 제가 일때문에 급하게 송금해야될곳이 있느데 공인인증 때문에 못하고있어서요 언니 대신해주시면안될까요? 5시전으로 드릴께요         
1,매형 뭐해요 ? 매형 진짜 급해서 그러는데 부탁해도 될까요?제가 지금 급히 송금 할떼 있는데 카드가 인증서 오류댔어요 매형 일단도와주시면 안되요? 저녁에 돌려드릴께요 매형 제대신 송금 해주세요 저녁에 꼭 돌려드릴께요 98만원 인데 해줄수 있어요 ? 네 잠시만요 확인 하고 드릴께요 새마을9003-xxxx-xxxxxxxx 매형 제이름으로 보내고 톡줘요    
1,엄마 머해? 나 폰고장나서 카톡새로했어 친구추가해줘 추가했어? 음. 엄마 지금 바뻐? 급히 부탁할거 있어서 톡했어 \ 엄마 나 급히 송금할꺼 잇어 그러는데..내 카드 오류가떠서 이체가안돼그래.. 엄마가 대신 보내줘..돈은 폰수리하고 저녁에 다시 넣어줄께 액수가 좀 커.. 600만원 바로 가능해? 우리 1002057621003###
1,엄마 나 지금 휴대폰 액정깨져서 as맡기고 컴퓨터로 카톡접속햇어 바빠? 보이스톡 해요 소리 하나도 안드려 컴퓨터로해서 그런가봐 문자로 해줘 엄마! 선배일땜에 급해서 그래 어제 선배한테 받은돈 있는데 선배가 급하게 다시보내달라고해서 내껄로 하려고 하니깐 인증서 오류떠서 안돼 은행에 문의 햇는데 월요일이체 가능하대  월요일오전에 다시 보낼게 먼저 선배쪽으로 이체좀 해줄수잇어? 원룸보증금이라 금액이 좀커서 그래  600만원이야
1,나지금미팅중인데 일잇어서 언니한데 부탁점할려구 제가 일때문애 급하게 송금해야 될곳이 있는데 공인인증 때문에 못하고있어서요 언니 대신해주시면안될까요? 5시전으로 드릴께요 언니 나지금 미팅중이라서 끝나고 하면안될까?            
1,언니 많이 바뻐 ?  그럼 잠깐 부탁 하나만 해도 되 ? 나 지금 급히 결제 해야 할곳있는데 인증서 비번 5회 오류라 이체가 안되네 가능하면 언니가 나 대신 결제 해중수있어? 돈은 늦어도 오후 4시전으로 넣어 줄께
1,엄마 나 xx인데 지금 폰 고장나서 공장에 맡겨서 카톡만 가능하거든ㅠ 응ㅠㅠ 지금 근데 업체에 자금 넘겨야하는데 돈이필요해서 상품권 사이트에서 상품권 구매해서 상품권좀 보내줄 수 있어?
1,엄마 지금바뻐? 아~ 엄마 미안한데 혹시 계좌잔고 97만정도 여유되면대신먼저 입금부탁할게 나급히지금 송금할거잇는데 폰고장나서 뱅킹이안대서그래 이따오후에 폰찾으면 다시 보내드릴게 ㅇㅇ 잠시만 우리 1002034011808### 입금하고 톡줘 엄마
1,"제목없음 엄마 부탁 하나 해도 될까? 지금 쇼핑몰에 신세계 백화점 10만상품권 5만에 구매~이벤트 당첨 등록해야 하는데~엄마가 인터넷으로 먼저 등록해줘.엄마 할줄모르면,엄마 명의로 내가 주문 등록해놓을께~ 엄마 주민등록증 앞면_신용카드 앞면. 뒷면 사진찍어 보내줘~ 그리고 택배 전화가면 받고 먼저 택배 받아줘 ~. "
1,엄마 엄마 ㅠㅠ 나 지금 핸드폰 액정이 나가서 폰을 as 맡기고 컴퓨터로 접속했어 나지금 전화 고장으로 전화가 안되서 그래 톡을 줘 그반 일이 있어 그래 친구가 자기통장이 이체한도가 찻다면서 원룸 보증금을 나한테로 받아놓은거야 오늘 이체해주기로 했는데 은행인증서 오류 땜에 못해주고 있어 580만원이야
1,아빠 ~~ 바뻐? 아빠 나 폰이 고장나서 통화가 안돼 ㅠㅠ 
1,"이모, 부탁 하나만 드려도 될까요? 지금 폰 액정이 깨져서 AS 맡기고 급하게 컴퓨터로 접속했어요 급한 일이 있어서..부탁 하나만 드려도 될까요? 어제 친구한테 받은 돈이 있는데 친구가 급하게 송금해달라고해서요. 내걸로 하려니 인증서 오류가 떠서 안되네요~ 은행에 물어보니 내일까지 기다리래서요 이모가 먼저 보내주실 수 있어요? 풀리면 바로 돌려드릴게요. 부탁드릴게오."
1,아빠 나 지금 급하게 돈이 필요해서 20만원만 보내쥬라 ㅜ 응 카드한도 넘었데 ㅜ 급해 아빠 이것저것 산다구.. 담달부터 아껴쓸게요 ㅜ 
1,반가워요 xx부총장입니다 물어볼게 좀 있으니 확인하면 메시지 부탁해요 늦게 미안합니다 xxx조교선생 맞나요 다른게 아니고 석박사과정 중국유학생이 있나요 미팅중이라 네 
1,휴일방해해 미안하네요 질의서 초안은 오후에 보내줄게요 다른부탁하나 더해야하는데 혹시 위안화 환전을 좀 도와줄수 있겠나요 계좌를 지정해주면 보내줄테니 중국계좌로 위안화 송금을 도와줄수 있는사람을 찾고있는데  
1,응 아빠 아빠 나폰 바꿔야 될것같아 민증두고나왔는데 본인인증 안되네 아빠명의로 해도 돼? 아빠명의로 하는거라 아빠 민증하고 신용카드 앞뒤면 필요하는데 아빠 사진찍어 이쪽으로 보내줘도 돼 
1,엄마 바뻐? 나 지금 폰 액정이 나가서 급한대로 수리 맡기고 컴퓨터로 톡 접속중이야 컴으로 해서 아마 친구추가 뜰걸? 
1,엄마 뭐해? 나폰고장나서 톡 새로 깔았어 응 식사는?
1,이모~ 잘지내시죠 이모 이모 바쁘세요? 다름이 아니라 지금급히 돈보낼곳잇는데 보안카드집에 두고나와서 이체가 안되서 그래요 가능하시면 대신이체좀 해주시면 안될가요? 돈은 4시전으로 보내드릴게요 보이스톡 해요 부재중 폰 수리중이라 피씨로 카톡하고 있어요 보이스톡 해요 0:12 피씨라 안되나보네요 이모~ 
1,아빠 지금 바빠? 아 그래.. 호시 지금 송금할수있어? 일땜에 송금해줄곳있는데 바로 못하고있어서ㅠ 520만원인데 바로가능해? 6시쯤 바로 돌려줄게 은행 어느쪽으로 할거야? 
1,엄마 모해^^ 그래 ~^^ 엄마 나부타가나들어줄래^^ 엄마 잔고여유되면 매니저한테고 대신 송금해줄래? 지금 연말이라 행사하느라 바뻐서 정신없어그래 … 570만원 물어보고 톡할게 여기로 보내달래 엄마 보내고 톡해~ 엄마 몇시쯤이면 끝나 ?? 엄마^^미안해 600더보내주면안될가 ?? 잔고되면 한번더부탁할게용 엄마^^
1,"큰어머니~계세요? 머하세요? 아네~ 그게,. 실은 저 부탁하나 하려고 톡 드렷어요~ 저 지금 전화할 상황이 아니라서 톡 드린거거예요~ 실은 제가 지금 급하게 송금할곳이 있는데요. 제꺼 통장 공인인증때문에 할 수가 없네요ㅠ 그래서 말인데요~여유되시면 큰어머니가 저대신 먼저 좀 해주시면 안될까요? "
1,아빠 핸드폰 고장났어
1,[Web발신] 할말이 있어서요.. 폰이 고장나서 카톡으로 볼 수 있어서 번호 저장하고 카톡 주실래요?
1,지금 핸드폰 액정 나가서 매장에 맡기고 컴퓨터로 카톡하고 있어
1,오빠 나 이제 카톡된다 이거 추가해줘요 어떻게 지내고 있어요? 카지노 뷰 온라인 카지노 선두 업체 뷰 카지노 입니다.가입만해도 2만원 지급 첫 입금 5%
1,아빠 나 폰 고장나서 수리 맡기고 컴퓨터로 문자보내는거야 급하게 부탁할일이 있어 통화가 안되니깐 문자 확인하면 이번호로 카톡추가하고 카톡으로 먼저 말 걸어줘 컴퓨터용 카톡이라서 통화는 안돼
1,엄마 뭐해? 핸드폰 액정이 나가서 수리센터에 수리 맡기고 전에 내 영의로 가입해놨던 인터넷 문자 사이트로 daak한테 문자 하는 거야 급하게 부탁이 있어 컴퓨터 문자사이트로 하는거라 통화가 안되니깐 문자확인하면 이 번호로 카톡 추가하고 카톡으로 말 남겨줘
1,엄마 내 폰 고장났어 매장아저씨 폰으로 문자하고 있어 부탁할게 있어 이 번호로 카톡추가하고 톡줘
1,엄마 난데 넘어져서 폰 깨져서 이 번호로 문자했어
1,엄마 나 지금 폰 고장나서 매장에 수리 맡기고 지금 문자사이트로 문자하고 있어 엄마 바빠?
1,엄마 나 폰 고장나서 수리 맡기고 급한대로 예전에 내 명의로 가입 해놨던 문자 나라로 문자하고 있어
1,피시용이라 문자만 가능해 엄마 확인하는 대로 답장 줘
1,엄마 지금바빠?
1,엄마 나 폰액정이 나가서 잠시 대리 받았는데 문자만 가능해 부탁할거 있는데 문자줘
1,나 온라인으로 문화상품권 신청해야되는데 내 명의로 안돼 엄마 명의로 신청하면 안될까?
1,일단 엄마 신분증이랑 카드 앞뒤면 사진 찍어 보내줘 그럼 내가 알아서 할게 
1,"[Web발신] 결제완료 2018/11/29 12:31 사용 97,000원 문의 ###-####-####"
1,[Web발신] (광고) 이규현 우진 비앤지 선생님만 계속 놓치고 계시네요 동참 7주세요 무료거부 ###-####-####
1,[Web발신] (광고) 이프로 우진비엔지 상한가 다음 정보주도 놓치실건가요? 동참7 무료거부 ###-####-####
1,아빠 다했어 주민등록증하고 카드사진 앞뒤면 찍어서 보내줘
1,엄마 핸드폰 수리비가 많이 나와서 통신사 회원가입하면 30% 할인해준다고 해서 거기에 회원가입하려고 그래 엄마
1,엄마주민등록증 사진찍어서 이번호로 보내줘 엄마폰으로 인증받는거라 엄마 민증이 필요해
1,엄마 바빠?
1,온라인에서 사이트 가입신청하는데 폰인증이 필요해 나 폰이 고장나서 엄마 폰으로 대신 인증해줘
1,엄마 카드 인증이 필요한데 엄마 가지고 있는 카드 사진 앞면 뒷면 부탁할게
1,"[형사 4부] 공공기관의 정보공개에 관한 법률 제 9조 제 1항 제 6호에 근거하여 무단 반출시 엄격한 법의 제재를 받게 됩니다. 전자수집 인지를 위 변조 및 중복 사용 할 경우, 조세범처벌범 제 12조 제 4호에 의해 2년 이하의 징역 쪼는 2천만원 이하의 벌금형"
1,"[Web발신]결제안내 마켓/주문번호 201800719-000753의 주문이 완료되었습니다. 결제승인번호(2731)금일 484,200원이 결제 완료되었습니다. 6월 합산금액 968,400원 결제 되었습니다. 문의전화 ##########"
1,삼촌!!
1,저 취업 기념 추석 선물로 친척들께 상품권 드리고 있어요!
1,이거 링크 들어가시면 모바일 상품권 쓸 수 있어요!
1,엄마 나 폰 고장땜에 수리맡겼어 지금 임시번호로 문자하는거라 통화 안되니깐 문자 확인하면 답장줘
